name,market,funding_total_usd,status,country_code,state_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Government Contract Professionals,Finance,0,operating,USA,NJ,Browns Mills,1,2011-03-01,2014-06-17,2014-06-17
GoVoluntr,Network Security,0,operating,USA,CA,Mountain View,1,2007-04-04,2011-10-26,2011-10-26
GOWEX,Wireless,0,operating,ESP,,Madrid,1,2005-05-01,2011-07-01,2011-07-01
goYadaYada,Social Media,0,operating,USA,NY,New York,1,2010-03-02,2015-04-14,2015-04-14
Goyaka Inc,Software,0,operating,,,,1,2014-10-15,2012-08-01,2012-08-01
GoZopping.com,Logistics,0,operating,IND,,Udaipur City,1,,2015-01-01,2015-01-01
GPiO,Technology,0,operating,,,,1,,2014-10-30,2014-10-30
Grade A Sign + SignON Media,Advertising,0,operating,USA,CA,Los Angeles,1,,2013-01-01,2013-01-01
GradeBeam,Communications Infrastructure,0,operating,USA,IL,Deerfield,1,2014-11-06,2008-09-24,2008-09-24
GradeFund,High Schools,0,operating,USA,IL,Northbrook,1,2013-01-01,2011-11-14,2011-11-14
GradeStack,Education,0,operating,IND,,Noida,1,,2014-03-28,2014-03-28
Gradible,Outsourcing,0,operating,USA,NY,New York,1,2013-10-23,2014-04-15,2014-04-15
Graffiti World,,0,operating,,,,1,2010-01-01,2011-10-03,2011-10-03
Graft Concepts,Hardware + Software,0,operating,USA,CA,Lucerne Valley,1,,2013-06-01,2013-06-01
Graftec Electronics,Semiconductors,0,operating,USA,SC,Fort Mill,1,2014-01-01,2013-05-30,2013-05-30
Grafyt,,0,operating,,,,1,2001-01-01,2014-03-28,2014-03-28
Grama Vidiyal Micro Finance,Finance,0,operating,IND,,,1,2014-11-24,2014-01-07,2014-01-07
Gramwzielone.pl,,0,operating,,,,1,2012-12-01,2012-01-01,2012-01-01
GrandCentrix GmbH,,0,operating,,,,1,2011-02-01,2010-03-30,2010-03-30
Granite Technologies,Consulting,0,operating,USA,SD,Rapid City,1,2013-12-05,2013-10-08,2013-10-08
Grant Dental Technology Corporation,Design,0,operating,USA,CO,Colorado Springs,1,2011-12-13,2010-11-30,2010-11-30
Granted Access,Entertainment,0,operating,USA,CA,Menlo Park,1,2012-02-01,2015-06-19,2015-06-19
Grapevine Talk,Messaging,0,operating,USA,ME,Northern Washington Co,1,2014-01-01,2008-01-01,2008-01-01
Graphic Stadium,Media,0,operating,USA,MA,Boston,1,2008-08-01,2013-03-04,2013-03-04
Grata,Mobile,0,operating,CHN,,Beijing,1,2012-11-01,2013-07-29,2013-07-29
Gravity Powerplants,Energy,0,operating,USA,OH,Cleveland,1,2013-03-15,2013-12-30,2013-12-30
Greak Lake Carbon Fiber (GLCF),Clean Technology,0,operating,USA,MI,Rochester Hills,1,,2012-10-10,2012-10-10
Greasebook,Energy,0,operating,USA,OK,Oklahoma City,1,,2014-02-17,2014-02-17
Greater Works Business Serivces,Web Hosting,0,operating,USA,VA,Petersburg,1,2013-01-01,2014-01-28,2014-01-28
Greatland Power Corporation,Clean Technology,0,operating,CAN,AB,Edmonton,1,,2015-01-30,2015-01-30
Green Clean,Consulting,0,operating,USA,AR,Fayetteville,1,2010-01-01,2010-04-23,2010-04-23
Green Cross Services,Medical,0,operating,USA,CA,Thousand Palms,1,2008-01-01,2014-11-14,2014-11-14
Green Earth Institute,,0,operating,,,,1,1995-01-01,2014-09-26,2014-09-26
Green Earth Technologies,Green,0,operating,USA,FL,Mid Florida,1,2012-01-01,2009-11-16,2009-11-16
Green Elk,Outdoors,0,operating,FIN,,Nagu,1,2000-01-01,2015-05-01,2015-05-01
Green Energy Group,,0,operating,GBR,,Hammersmith,1,2008-05-01,2011-09-12,2011-09-12
Green Energy Transportation,Transportation,0,operating,USA,TX,Dallas,2,2015-10-01,2011-12-15,2014-11-12
Green Farms Energy,Clean Technology,0,operating,USA,CA,Gardena,1,2010-09-01,2012-03-30,2012-03-30
Green Genes,Fashion,0,operating,USA,AR,Fayetteville,1,2013-03-01,2009-03-05,2009-03-05
Green Graphix,Video,0,operating,USA,AR,Fayetteville,1,2008-11-20,2008-08-29,2008-08-29
Green Horse Games,Games,0,operating,ROU,,Bucharest,2,2012-02-15,2013-06-10,2015-01-20
Green Leaf Children,Kids,0,operating,USA,NY,Long Island City,1,2014-01-01,2014-10-17,2014-10-17
Green Planet Architects,Real Estate,0,operating,DOM,,,1,2010-01-01,2014-07-16,2014-07-16
Green Plug,Clean Technology,0,operating,USA,CA,San Ramon,3,2012-01-01,2008-01-28,2012-12-11
Green Power Corporation,Clean Technology,0,operating,USA,CA,Costa Mesa,1,2011-01-01,2013-12-06,2013-12-06
Green Shoots Distribution,Local Businesses,0,operating,USA,CA,South San Francisco,1,2014-01-01,2014-03-06,2014-03-06
Green Spirit Farms,Non Profit,0,operating,USA,MI,New Buffalo,2,2007-04-27,2013-03-01,2014-03-01
Green Valley Produce,Hospitality,0,operating,USA,AZ,Gilbert,1,2013-01-01,2012-10-14,2012-10-14
GreenCage Security,Clean Technology,0,operating,USA,SC,Columbia,1,2013-08-01,2012-03-30,2012-03-30
Greenease,Apps,0,operating,USA,DC,Washington,1,2012-06-01,2014-09-12,2014-09-12
Greenease,,0,operating,,,,1,,2014-12-23,2014-12-23
GreenElectric Power Corp,Manufacturing,0,operating,CAN,ON,Pefferlaw,1,2011-11-01,2014-05-03,2014-05-03
Greener Solutions Scrap Metal Recycling,Manufacturing,0,operating,USA,NC,Raleigh,1,2012-01-01,2012-02-23,2012-02-23
GreenGo Energy A/S,Clean Technology,0,operating,DNK,,HíŸrsholm,1,,2012-12-12,2012-12-12
Greenleaf Book Group,Advertising,0,operating,USA,TX,Austin,1,2014-10-28,2011-08-03,2011-08-03
Greenleaf Trust,Finance,0,operating,USA,MI,Kalamazoo,1,2006-01-01,2011-12-10,2011-12-10
Greenlight Payments,Finance,0,operating,USA,CA,San Ramon,1,,2012-09-21,2012-09-21
Greenlight Technologies,Enterprise Software,0,operating,USA,NJ,Flemington,1,,2011-08-08,2011-08-08
GreenPocket,Software,0,operating,DEU,,Cologne,1,2010-06-01,2010-09-08,2010-09-08
GreenQloud,Information Technology,0,operating,ISL,,Reykjaví_k,1,,2014-10-29,2014-10-29
GreenSand,Manufacturing,0,operating,USA,MI,Lake Linden,1,,2011-04-01,2011-04-01
Greenscreen Animals,Photography,0,operating,USA,CA,Santa Monica,1,2013-01-01,2011-04-11,2011-04-11
GreenShield,Optimization,0,operating,,,,1,2009-01-01,2014-10-21,2014-10-21
Greenside Holdings,,0,operating,KHM,,Phnom Penh,1,2008-01-01,2009-05-01,2009-05-01
GreenSight Agronomics,Drones,0,operating,USA,MA,Boston,1,,2015-03-01,2015-03-01
GREENSTONE NETWORKS PTY LTD,Cable,0,operating,ZAF,,Johannesburg,1,,2015-01-09,2015-01-09
GreenTechnology Innovations,Manufacturing,0,operating,USA,NJ,Newark,1,2005-08-01,2012-09-29,2012-09-29
"Greenwave Foods, Inc.",Hospitality,0,operating,USA,CA,Berkeley,1,2011-08-20,2013-05-01,2013-05-01
Gregory Environmental,Manufacturing,0,operating,USA,PA,Little Meadows,1,2004-01-01,2013-10-09,2013-10-09
GrexIt,Messaging,0,operating,USA,CA,Palo Alto,2,2015-05-02,2011-11-01,2011-11-01
Grey Island Energy,Clean Technology,0,operating,CAN,NL,St. John's,1,2012-03-01,2011-10-25,2011-10-25
Greymeter,Brand Marketing,0,operating,IND,,New Delhi,2,2011-11-01,2014-07-25,2015-01-01
Greytip Software,SaaS,0,operating,IND,,Bangalore,1,,2014-06-26,2014-06-26
GRID,Software,0,operating,USA,MI,Troy,1,2011-03-01,2012-06-01,2012-06-01
Grid Net,Software,0,operating,USA,CA,San Francisco,2,,2008-06-03,2009-07-29
Gridcentric,Software,0,closed,CAN,ON,Toronto,2,2009-01-25,2011-04-21,2011-08-09
Gridsum,Digital Media,0,operating,CHN,,Beijing,3,2011-01-01,2010-09-06,2013-10-02
Griffid,Information Security,0,operating,NLD,,Almere,1,2010-04-01,2008-09-01,2008-09-01
Grillin In The City,Hospitality,0,operating,USA,WI,Sturtevant,1,2009-01-01,2013-10-29,2013-10-29
Grin Apps,Apps,0,operating,USA,CA,Sacramento,2,2012-01-01,2014-05-01,2015-02-20
gripNote,Education,0,acquired,USA,CA,San Francisco,1,2014-02-01,2011-08-18,2011-08-18
Gripp'n Tech,Manufacturing,0,operating,USA,KY,Louisville,1,2013-09-01,2011-03-04,2011-03-04
Grit Media,,0,operating,,,,1,,2014-03-14,2014-03-14
Grizzly Boards,Sports,0,operating,USA,CO,Aspen,1,2011-01-01,2015-01-26,2015-01-26
GRJ,Real Estate,0,operating,USA,NY,New York,1,2010-01-01,2014-12-11,2014-12-11
GRM Internet,,0,operating,BRA,,Rio De Janeiro,1,2012-11-01,2011-06-13,2011-06-13
Gro,Software,0,operating,USA,NV,Henderson,1,2012-01-01,2012-09-07,2012-09-07
GrocShop,E-Commerce,0,operating,IND,,Mumbai,1,,2015-06-25,2015-06-25
GrollTex,High Schools,0,operating,USA,CA,San Diego,1,1997-01-01,2015-07-14,2015-07-14
Groovideo,Curated Web,0,closed,ISR,,Tel Aviv,1,2007-01-01,2012-06-13,2012-06-13
Groulion,,0,operating,,,,1,2005-01-01,2012-06-13,2012-06-13
Ground Floor Communications,Apps,0,operating,USA,WV,Wheeling,1,,2014-09-19,2014-09-19
Ground Up Biosolutions,Recycling,0,operating,USA,AR,Rogers,1,,2008-11-24,2008-11-24
GROUNDBOOTH,,0,operating,USA,OH,Cleveland,1,,2011-01-01,2011-01-01
Group Therapy Records,Entertainment,0,operating,USA,NC,Charlotte,1,2009-11-30,2012-12-04,2012-12-04
GroupCard,Gift Card,0,acquired,USA,CA,Menlo Park,1,2013-01-01,2009-06-01,2009-06-01
GroupCharger,Curated Web,0,operating,USA,TX,Austin,1,2010-01-01,2011-09-01,2011-09-01
Grouper,Social Media,0,operating,,,,2,2011-01-01,2012-05-30,2013-11-25
Groupiter,Internet,0,operating,USA,CA,San Francisco,1,2009-06-01,2012-02-09,2012-02-09
Groupoff,E-Commerce,0,closed,,,,1,,2010-06-07,2010-06-07
GroupSwim,Enterprises,0,operating,USA,CA,San Francisco,1,2014-05-19,2008-01-01,2008-01-01
GroupVox,Social Network Media,0,operating,UKR,,Odessa,1,2013-01-01,2013-01-01,2013-01-01
Grove.io,Mobile,0,operating,USA,CA,San Francisco,1,1999-01-01,2011-02-09,2011-02-09
GroVia,Fashion,0,operating,USA,MT,Bozeman,4,2009-04-08,2008-11-01,2014-11-18
GrowBuddy,Cannabis,0,operating,USA,CO,Denver,1,2013-01-01,2015-08-01,2015-08-01
Growl Media,E-Commerce,0,operating,ARE,,Dubai,1,1986-01-01,2014-08-05,2014-08-05
Grows Up,E-Commerce,0,closed,USA,CA,San Francisco,1,2010-02-01,2010-01-01,2010-01-01
GRR Systems,Software,0,operating,CAN,NL,St. John's,1,2012-03-01,2011-11-08,2011-11-08
Grubster,Hospitality,0,operating,BRA,,Sí£o Paulo,1,2011-01-01,2011-11-01,2011-11-01
Grupa Lew,,0,operating,,,,1,2007-10-23,2006-01-01,2006-01-01
Grupa Wirtualna Polska,News,0,operating,POL,,Pomorskie,1,,2014-02-14,2014-02-14
Grupanya,Social Commerce,0,operating,TUR,,Istanbul,2,2007-01-01,2010-05-06,2011-10-11
Grupo Intercros,Specialty Foods,0,operating,ESP,,Barcelona,1,2013-01-01,2014-05-10,2014-05-10
Grupo Phoenix,Manufacturing,0,operating,MEX,,Cuautitlíçn Izcalli,1,2009-01-31,2012-08-02,2012-08-02
Grupo Terratest,Construction,0,operating,ESP,,Madrid,1,2001-01-01,2014-10-29,2014-10-29
Grupo Xango,Startups,0,operating,BRA,,Rio De Janeiro,2,,2012-02-01,2014-12-01
Grupo42,Technology,0,closed,ARG,,Buenos Aires,1,2011-10-01,2009-05-01,2009-05-01
Gruppo La Patria,Security,0,operating,,,,1,2003-02-01,2011-12-27,2011-12-27
Gruppo MutuiOnline,Outsourcing,0,operating,ITA,,Milan,1,2014-01-01,2009-02-01,2009-02-01
Gruppo Waste Italia,Clean Technology,0,operating,ITA,,Milan,1,2001-01-01,2008-08-07,2008-08-07
Gruvie,Social Network Media,0,closed,USA,UT,Provo,1,,2008-01-01,2008-01-01
GSI Health,Health Care,0,operating,USA,PA,Philadelphia,1,2005-01-01,2015-06-16,2015-06-16
GT Energy,Renewable Energies,0,operating,GBR,,Borehamwood,1,2006-05-01,2013-05-24,2013-05-24
GTE Mangement Corp,Hospitality,0,operating,USA,FL,Gainesville,1,,2012-10-24,2012-10-24
GTI Capital Group,Finance,0,operating,IND,,New Delhi,1,2003-01-01,2011-03-01,2011-03-01
GTX Messaging,Messaging,0,operating,DEU,,Cologne,1,2001-01-01,2006-01-01,2006-01-01
Guam Pak Express,Transportation,0,operating,USA,,,1,2011-01-01,2012-11-26,2012-11-26
Guang Lian Shi Dai,Advertising,0,operating,CHN,,Shenzhen,1,2012-12-31,2010-10-01,2010-10-01
Guangdong Delian Group,Automotive,0,operating,,,,1,2010-01-01,2011-09-01,2011-09-01
Guangdong Hengxing Group,Manufacturing,0,operating,,,,1,2007-01-01,2011-07-01,2011-07-01
Guangdong Mingyang Electric Group,Clean Technology,0,operating,,,,1,,2008-09-30,2008-09-30
Guangzhou Youboy Network,Networking,0,operating,,,,1,,2011-03-01,2011-03-01
Guanxi.me,Social Media,0,operating,CHN,,Shanghai,1,2011-01-17,2012-10-25,2012-10-25
Guaranteach,Education,0,acquired,USA,MD,Baltimore,3,2014-08-01,2008-07-01,2010-02-01
Guardtime,Software,0,operating,EST,,Tallinn,1,2008-01-01,2012-07-07,2012-07-07
Gudeng Precision,Semiconductors,0,ipo,TWN,,,1,1961-01-01,2009-11-17,2009-11-17
Gudville,Charity,0,operating,USA,CA,Palo Alto,1,2013-09-26,2012-01-01,2012-01-01
"Guest Innovations, Inc",,0,operating,,,,1,2013-09-01,2014-01-01,2014-01-01
Guesthouse Network,Hospitality,0,operating,,,,1,2011-01-01,2008-01-01,2008-01-01
Guguchu,P2P Money Transfer,0,closed,USA,NY,Brooklyn,1,,2009-12-01,2009-12-01
Guiddoo Tours,Video,0,operating,IND,,Mumbai,1,2012-01-01,2015-06-10,2015-06-10
GuideIT,Software,0,operating,USA,TX,Plano,1,2010-05-11,2014-02-04,2014-02-04
Guidekick,Travel & Tourism,0,operating,USA,CA,San Francisco,1,2008-09-15,2013-11-03,2013-11-03
Guidesly,Media,0,operating,USA,NY,New York,1,1997-01-01,2011-01-01,2011-01-01
GuideTrip,,0,operating,,,,1,2000-01-01,2014-07-25,2014-07-25
Guiltlessbeauty.com,Consulting,0,operating,USA,AZ,Scottsdale,1,,2010-03-08,2010-03-08
Gumball,Fashion,0,operating,,,,1,2012-01-01,2012-09-01,2012-09-01
Gumiyo,SaaS,0,acquired,USA,CA,Woodland Hills,1,2009-01-01,2007-10-01,2007-10-01
Gungroo,Kids,0,operating,IND,,Bangalore,1,,2012-04-01,2012-04-01
gUnify,Communications Infrastructure,0,operating,USA,CA,Los Angeles,1,,2014-11-01,2014-11-01
Guomai,News,0,operating,CHN,,Hangzhou,1,2012-01-01,2012-08-01,2012-08-01
Gurushots,Communities,0,operating,,,,1,,2014-08-05,2014-08-05
Gushcloud,Internet,0,acquired,SGP,,Singapore,1,2013-01-01,2012-02-28,2012-02-28
Gust,Finance,0,operating,USA,NY,New York,1,2011-06-01,2004-01-01,2004-01-01
Guterman Partners,Real Estate,0,operating,USA,NY,New York,1,2012-11-01,2015-06-19,2015-06-19
GutMojo,Apps,0,operating,USA,NY,Manhattan,1,,2015-04-14,2015-04-14
Gí_venRehberi,Advertising,0,operating,TUR,,Istanbul,1,2013-09-22,2013-08-19,2013-08-19
GW Services,Entertainment,0,operating,USA,NE,Omaha,1,2002-01-01,2010-01-06,2010-01-06
GWC,Mobile,0,operating,CHN,,Beijing,3,2006-03-01,2012-01-01,2015-01-01
Gwynnie Bee,Fashion,0,operating,USA,NY,Long Island City,1,2011-01-01,2014-01-01,2014-01-01
GyanLab,K-12 Education,0,operating,IND,,Bangalore,1,,2015-03-31,2015-03-31
Gynzy,Information Technology,0,operating,NLD,,Eindhoven,1,,2012-01-01,2012-01-01
H & H Supply of TN,Lighting,0,operating,USA,TN,Nashville,1,2012-09-12,2015-02-08,2015-02-08
H&O Services,Consulting,0,operating,PAK,,Lahore,1,2012-02-01,2015-04-07,2015-04-07
H.C. Carbon GmbH,,0,operating,,,,1,2012-01-01,2009-09-21,2009-09-21
Hachiko,Pets,0,operating,,,,1,2012-09-10,2014-05-29,2014-05-29
Hack Upstate,Recruiting,0,operating,USA,NY,Syracuse,1,1998-01-01,2013-04-01,2013-04-01
Hackerhires,,0,operating,,,,1,,2012-07-01,2012-07-01
Hackermeter,Recruiting,0,acquired,USA,CA,San Francisco,1,1980-01-01,2013-03-01,2013-03-01
HackPad,Document Management,0,acquired,USA,CA,San Francisco,1,,2012-03-01,2012-03-01
"Hackster, Inc.",Collaboration,0,operating,USA,CA,San Francisco,1,,2013-11-22,2013-11-22
Haileo,Fashion,0,operating,USA,CA,Los Angeles,1,,2009-10-01,2009-10-01
HaiMa Ticketing,,0,operating,,,,1,2013-01-01,2014-08-25,2014-08-25
Hair Jail,Retail,0,operating,USA,FL,Pensacola,1,1990-08-01,2014-11-11,2014-11-11
Hairbobo,Social Media,0,operating,CHN,,Shanghai,1,1997-01-01,2012-01-01,2012-01-01
HAIRCVT,Beauty,0,operating,GBR,,London,1,2011-01-01,2015-01-20,2015-01-20
Hairdressr,Curated Web,0,operating,ITA,,Milan,1,2004-01-01,2013-10-11,2013-10-11
Half2,Hospitality,0,operating,USA,NJ,New Brunswick,1,,2015-02-04,2015-02-04
HALFPOPS,Hospitality,0,operating,USA,WA,Woodinville,1,2008-04-01,2013-03-20,2013-03-20
HALKAR,Software,0,operating,USA,CA,Encinitas,1,2012-07-24,2013-09-19,2013-09-19
Halldis,Rental Housing,0,operating,ITA,,Milan,1,,2012-06-01,2012-06-01
Hallway Social Learning Network,Social Media,0,closed,USA,DC,Washington,1,2001-01-01,2012-09-05,2012-09-05
Halo Beverages,,0,operating,USA,DE,Wilmington,1,,2014-05-04,2014-05-04
Halo Car Hire Insurance,Insurance,0,operating,GBR,,London,1,,2009-06-01,2009-06-01
Halo Computing,,0,operating,,,,1,,2013-06-07,2013-06-07
Halo Pharmaceutical,Medical,0,operating,USA,NJ,Whippany,1,2009-04-01,2015-01-06,2015-01-06
Halon Security,Security,0,operating,SWE,,Gí_teborg,1,2013-01-01,2013-04-30,2013-04-30
Hammer and Grind,Fashion,0,operating,USA,CO,Castle Rock,1,2003-01-01,2014-05-07,2014-05-07
Hand Therapy Solutions,Medical,0,operating,USA,VA,Richmond,1,2008-07-01,2011-12-22,2011-12-22
HandInScan,Health and Wellness,0,operating,HUN,,Budapest,1,2003-01-01,2012-12-28,2012-12-28
Hands,App Marketing,0,operating,BRA,,Rio De Janeiro,1,,2000-01-01,2000-01-01
Hands HQ,Risk Management,0,operating,GBR,,London,1,,2013-06-01,2013-06-01
Hangzhou Chuangye Software,Software,0,operating,,,,3,2011-12-22,2000-01-01,2011-04-01
Hangzhou Huato Software,Mobile,0,operating,,,,1,,2013-05-01,2013-05-01
Hangzhou Kubao Science and Technology,IT Management,0,operating,CHN,,Hangzhou,1,2001-08-19,2007-02-01,2007-02-01
Hanintel,Collaborative Consumption,0,operating,USA,NY,New York,1,,2012-12-15,2012-12-15
Hansen And Son,Hospitality,0,operating,USA,OH,Loveland,1,2014-08-01,2012-03-29,2012-03-29
Hantec Markets,Finance,0,operating,GBR,,London,1,2013-01-01,2010-10-12,2010-10-12
Haofang Online Information Technology,Games,0,operating,CHN,,Shanghai,1,2007-01-01,2008-04-01,2008-04-01
HAPILA GmbH,,0,operating,,,,1,,2008-09-23,2008-09-23
Happy Hour party supplies & rentals,Customer Service,0,operating,USA,OH,Athens,1,2010-01-01,2013-02-06,2013-02-06
Happy Kidz,,0,operating,DEU,,Dresden,1,2007-01-01,2012-11-23,2012-11-23
HappyFresh,E-Commerce Platforms,0,operating,IDN,,Jakarta Pusat,1,2011-01-01,2015-03-10,2015-03-10
happyshoppinglife inc.,Security,0,operating,CHN,,Shenzhen,1,2013-01-17,2014-08-01,2014-08-01
Hard Candy Cases,Hardware + Software,0,operating,USA,CA,Danville,1,2007-01-01,2010-01-06,2010-01-06
Hardware Club,Startups,0,operating,,,,1,2013-04-01,2014-09-15,2014-09-15
Hari Mari,Fashion,0,operating,USA,TX,Dallas,1,2013-03-01,2012-02-12,2012-02-12
Harlyn Medical,Medical,0,operating,USA,OR,Saint Helens,1,2009-03-01,2013-10-29,2013-10-29
Harmonix Music Systems,Games,0,operating,USA,MA,Cambridge,1,2013-07-01,1998-01-01,1998-01-01
Harness Handitouch,Technology,0,operating,IND,,Chennai,1,2013-01-01,2015-03-20,2015-03-20
Harold Levinson Associates,Storage,0,operating,USA,NY,Farmingdale,1,2013-01-01,2014-10-06,2014-10-06
Harper Love Adhesive,,0,operating,USA,NC,Charlotte,1,,2014-04-28,2014-04-28
Harperlabz,News,0,operating,USA,TX,Dallas,1,,2013-11-22,2013-11-22
Hartman Wright,Real Estate,0,operating,USA,GA,Atlanta,1,2010-08-01,2014-04-30,2014-04-30
HarukaEdu,E-Commerce,0,operating,IDN,,Jakarta,1,,2014-10-06,2014-10-06
Harvest,Enterprise Software,0,operating,USA,NY,New York,1,2012-01-01,2008-01-01,2008-01-01
HasGeek,Events,0,operating,IND,,Bangalore,1,,2014-04-01,2014-04-01
Hashbang Games,Games,0,operating,USA,CA,Wildomar,1,2004-01-01,2012-10-05,2012-10-05
"HashPlay, Inc.",Games,0,operating,USA,DE,Wilmington,1,2013-01-01,2015-03-10,2015-03-10
Hashsnap,Apps,0,operating,USA,CA,San Francisco,1,,2015-01-01,2015-01-01
Hashtrack,Analytics,0,operating,GBR,,Sheffield,1,2007-05-01,2014-04-01,2014-04-01
Hastify,,0,operating,SGP,,Singapore,1,2012-01-01,2012-09-17,2012-09-17
Hatch Marketing Plans,,0,operating,USA,CO,Denver,2,2013-11-01,2015-06-01,2015-06-01
Hatcher Associates,,0,acquired,USA,OR,Hillsboro,1,2007-09-01,1998-06-04,1998-06-04
Haul Zing.,Transportation,0,operating,USA,MD,Rockville,1,2009-01-01,2014-05-07,2014-05-07
Hautseet,Business Services,0,operating,,,,1,2006-01-01,2015-02-18,2015-02-18
Haven Behavioral,,0,operating,USA,TN,Nashville,1,2014-09-04,2008-09-01,2008-09-01
Haven Hill Homestead,Lifestyle,0,operating,USA,,,1,2012-08-01,2014-01-26,2014-01-26
Havkraft,Clean Technology,0,operating,NOR,,Mí«líŸy,1,2012-01-01,2010-12-28,2010-12-28
HawkEye Aircraft Corporation,Transportation,0,operating,USA,TX,Fort Worth,1,2007-01-01,2015-03-19,2015-03-19
Hawthorne,Wine And Spirits,0,operating,USA,NV,Las Vegas,1,2011-01-01,2013-12-05,2013-12-05
Hawthorne Entertainment Enterprises,Entertainment,0,operating,USA,NC,Creedmoor,1,,2013-10-29,2013-10-29
Haxiu.com,E-Commerce,0,operating,,,,1,2008-04-01,2011-01-01,2011-01-01
Haystac,Content Discovery,0,operating,,,,1,2006-01-01,2011-11-28,2011-11-28
Hazinem.com,E-Commerce,0,operating,TUR,,Istanbul,2,2012-06-01,2012-04-26,2013-07-01
HC Rods and Customs,Transportation,0,operating,,,,1,2006-02-01,2014-03-13,2014-03-13
HCI,Software,0,ipo,USA,FL,Tampa,1,,2013-11-14,2013-11-14
HCT Group,,0,operating,GBR,,London,1,2011-01-01,2010-02-01,2010-02-01
HD Biosciences,Biotechnology,0,operating,CHN,,Shanghai,1,2014-01-01,2008-08-08,2008-08-08
HD Trade Services,Logistics,0,operating,USA,NY,Garden City,2,2012-01-01,2012-08-01,2014-01-01
hdtMEDIA,Advertising,0,operating,CHN,,Shanghai,3,2012-08-01,2002-03-01,2006-09-15
"Heads Up Display, Inc.",Electronics,0,operating,USA,NY,Buffalo,1,2007-01-01,2015-02-25,2015-02-25
HeadSense Medical,Health Care,0,operating,ISR,,Netanya,1,2012-10-03,2013-07-08,2013-07-08
Headset,Big Data,0,operating,,,,1,2011-01-01,2015-08-01,2015-08-01
Heald College,Legal,0,acquired,USA,OR,Portland,1,,2009-03-24,2009-03-24
Healogram,Health Care,0,operating,USA,NY,New York,1,2011-01-01,2014-07-22,2014-07-22
HealPay,Software,0,operating,USA,MI,Ann Arbor,1,,2012-01-01,2012-01-01
Health and Wealth Property Mnagement,Real Estate,0,operating,USA,NY,Fishkill,1,2007-01-01,2015-02-12,2015-02-12
Health Data Minder,Medical,0,operating,USA,SC,Charleston,1,,2014-01-21,2014-01-21
Health Equity Labs,Health and Wellness,0,operating,USA,CA,Mountain View,1,2006-01-01,2013-12-05,2013-12-05
Health Impact Solutions,Health and Wellness,0,closed,NLD,,Ede,1,2008-09-01,2009-08-06,2009-08-06
Health in Reach,Health and Wellness,0,operating,USA,CA,Los Angeles,1,2013-04-19,2011-05-01,2011-05-01
